week_start,week_end,tss_actual,tss_planned,delta_tss,time_actual_sec,time_actual_hms,time_planned_sec,time_planned_hms,delta_time_sec,fitness_ctl,fatigue_atl,form_tsb,ramp_rate
2025-07-28,2025-08-03,391.0,0.0,391.0,25319,7h 01m 59s,0,0h 00m,25319,81.6,107.6,-26.0,4.2
