week_start,week_end,tss_actual,tss_planned,delta_tss,time_actual_sec,time_actual_hms,time_planned_sec,time_planned_hms,delta_time_sec,fitness_ctl,fatigue_atl,form_tsb,ramp_rate
2025-08-11,2025-08-17,694.0,0.0,694.0,46254,12h 50m 54s,0,0h 00m,46254,82.3,102.9,-20.7,4.5
