week_start,week_end,tss,total_time_sec,total_time_hms,load,fitness_ctl,fatigue_atl,form_tsb,ramp_rate
2025-08-25,2025-08-31,362.0,50027,13h 53m 47s,362.0,81.2,73.8,7.4,-5.4
