week_start,week_end,tss_actual,tss_planned,delta_tss,time_actual_sec,time_actual_hms,time_planned_sec,time_planned_hms,delta_time_sec,fitness_ctl,fatigue_atl,form_tsb,ramp_rate
2025-08-04,2025-08-10,362.0,0.0,362.0,28685,7h 58m 05s,0,0h 00m,28685,77.7,77.1,0.6,-3.9
