date,planned_tss,actual_tss,delta_tss,planned_time_sec,actual_time_sec,delta_time_sec,ctl,atl,tsb,ramp,tomorrow_planned_tss,tomorrow_suggested_tss,adjust_pct
2025-09-10,30.0,29.0,-1.0,3600,3721,121,81.8,78.5,3.3,0.5,115.0,115.0,0.0
