date,planned_tss,actual_tss,delta_tss,planned_time_sec,actual_time_sec,delta_time_sec,ctl,atl,tsb,ramp,tomorrow_planned_tss,tomorrow_suggested_tss,adjust_pct
2025-09-07,115.0,95.0,-20.0,5400,5471,71,84.2,93.5,-9.3,3.0,0,0.0,0.0
