date,planned_tss,actual_tss,delta_tss,planned_time_sec,actual_time_sec,delta_time_sec,ctl,atl,tsb,ramp,tomorrow_planned_tss,tomorrow_suggested_tss,adjust_pct
2025-09-11,115.0,105.0,-10.0,9900,10847,947,82.4,82.3,0.1,0.6,23.0,23.0,0.0
