date,planned_tss,actual_tss,delta_tss,planned_time_sec,actual_time_sec,delta_time_sec,ctl,atl,tsb,ramp,tomorrow_planned_tss,tomorrow_suggested_tss,adjust_pct
2025-09-16,60.0,0,-60.0,4500,0,-4500,82.7,82.3,0.5,-0.1,25.0,25.0,0.0
