date,planned_tss,actual_tss,delta_tss,planned_time_sec,actual_time_sec,delta_time_sec,ctl,atl,tsb,ramp,tomorrow_planned_tss,tomorrow_suggested_tss,adjust_pct
2025-09-08,0,0,0,0,0,0,82.3,81.6,0.8,1.1,90.0,90.0,0.0
